Time,URL,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Favicon,port,HTTPS_token,Submitting_to_email,Redirect,age_of_domain,Result
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=20, tm_sec=31, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=21, tm_sec=19, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=24, tm_sec=44, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=25, tm_sec=9, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=28, tm_sec=31, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=29, tm_sec=46, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=30, tm_sec=56, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=31, tm_sec=47, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=vgzhb0N7pNA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=36, tm_sec=29, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=tXpFERibRaU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=43, tm_sec=23, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=tXpFERibRaU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=44, tm_sec=6, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=tXpFERibRaU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=44, tm_sec=50, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=tXpFERibRaU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=46, tm_sec=40, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=tXpFERibRaU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=47, tm_sec=6, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=49, tm_sec=9, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=53, tm_sec=6, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/results?search_query=using+lightkurve,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=54, tm_sec=33, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/results?search_query=using+lightkurve,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=56, tm_sec=32, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=56, tm_sec=57, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=17, tm_min=59, tm_sec=13, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=1, tm_sec=26, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=2, tm_sec=20, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=8, tm_sec=23, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=9, tm_sec=55, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=12, tm_sec=20, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=14, tm_sec=16, tm_wday=2, tm_yday=13, tm_isdst=0)",https://www.youtube.com/watch?v=tXpFERibRaU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=15, tm_sec=42, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=16, tm_sec=43, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=17, tm_sec=51, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=18, tm_sec=40, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=28, tm_sec=27, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=29, tm_sec=18, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=30, tm_sec=10, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=30, tm_sec=19, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=41, tm_sec=15, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=41, tm_sec=22, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=41, tm_sec=52, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=47, tm_sec=10, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=47, tm_sec=54, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=48, tm_sec=26, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=49, tm_sec=39, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=49, tm_sec=53, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=50, tm_sec=38, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=51, tm_sec=25, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=52, tm_sec=44, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=56, tm_sec=40, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=18, tm_min=57, tm_sec=21, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
"time.struct_time(tm_year=2021, tm_mon=1, tm_mday=13, tm_hour=21, tm_min=19, tm_sec=23, tm_wday=2, tm_yday=13, tm_isdst=0)",https://gist.github.com/betrcode/0248f0fda894013382d7,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1
